ID.Cell.per.Trip,Area,Site,Age,Year,Total.Angler.Hours,Grid.Cell.ID,Barred Sand Bass,Bat Ray,Bigmouth Sole,Black Rockfish,Black-and-Yellow Rockfish,Blacksmith,Blue Rockfish,Bocaccio,Brown Rockfish,Buffalo Sculpin,Bull Sculpin,Cabezon,Calico Rockfish,California Halibut,California Lizardfish,California Scorpionfish,California Sheephead,Canary Rockfish,Chilipepper Rockfish,China Rockfish,Chinook Salmon,Common Thresher Shark,Copper Rockfish,Deacon Rockfish,Fantail Sole,Freckled Rockfish,Garibaldi,Gopher Rockfish,Grass Rockfish,Halfmoon,Honeycomb Rockfish,Jack Mackerel,Jack Smelt,Kelp Bass,Kelp Greenling,Kelp Rockfish,Lingcod,Longfin Sanddab,Mackerel (Family Scombridae),Northern Anchovy,Ocean Whitefish,Olive or Yellowtail Rockfish,Olive Rockfish,Opaleye,Pacific  (Chub) Mackerel,Pacific Barracuda,Pacific Bonito,Pacific Halibut,Pacific Sanddab,Pacific Sardine,Painted Greenling,Pelagic Stingray,Petrale Sole,Pile Perch,Quillback Rockfish,Rock Greenling,Rock Sole,Rock Wrasse,Rosy Rockfish,Rubberlip Seaperch,Salema,Sand Sole,Sanddab spp.,Sarcastic Fringehead,Scalyhead Sculpin,Senorita,Sharpnose Surfperch,Silversides (Family Atherinopsidae),Soupfin Shark,Speckled Sanddab,Spiny Dogfish,Squarespot Rockfish,Starry Rockfish,Striped Seaperch,Tiger Rockfish,Top smelt,Treefish,Tubesnout,UnID Blue Rockfish,Unknown,Unknown rockfish,Vermilion Rockfish,White Croaker,White Seabass,Widow Rockfish,Wolf Eel,Yelloweye Rockfish,Yellowfin Croaker,Yellowtail Jack,Yellowtail Rockfish,Total
BHR08271806,Bodega Head,REF,New,2018,9.35,BH06,0,0,0,0.087144021,0,0,0.119588664,0,0.068134843,0,0,0,0,0,0,0,0,0,0,0.137521936,0,0,0.061011198,0.12438545,0,0,0,0.044872065,0,0,0,0,0,0,0.040300868,0,0.772911421,0,0,0,0,0,0.085246622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111297316,0,0,0,0,0,0,0,0,1.652414404
BHR08271807,Bodega Head,REF,New,2018,9.058333333,BH07,0,0,0,0.173931727,0.141677223,0,0.068408108,0,0.070328697,0,0,0,0,0,0,0,0,0,0,0.327062291,0,0,0,0,0,0,0,0.141182115,0,0,0,0,0,0,0.156673971,0,0.900323389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.979587521
BHR08271906,Bodega Head,REF,New,2019,8.675,BH06,0,0,0,0.504729871,0,0,0.181457093,0,0,0,0,0,0,0,0,0,0,0.094037292,0,0.239474022,0,0,0.197751025,1.275924733,0,0,0,0.338856061,0,0,0,0,0,0,0.217423937,0,0.12241494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352788547,0,0,0,0,0,0,0,0.038405382,3.563262902
BHR08271907,Bodega Head,REF,New,2019,8.933333333,BH07,0,0,0,0.375879433,0.295785502,0,0.095537929,0,0.39494919,0,0,0,0,0,0,0,0,0,0,0.128477115,0,0,0,0.010178249,0,0,0,0.133898873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.434706292
BHR08311803,Bodega Head,REF,New,2018,9.183333333,BH03,0,0,0,0,0,0,0.624436656,0,0.163332667,0,0,0,0,0,0,0,0,0,0,0.351299745,0,0,0.217725726,1.541330088,0,0,0,0.202931547,0,0,0,0,0,0,0.448738318,0,1.887240617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934714688,0,0,0,0.027983208,6.39973326
BHR08311821,Bodega Head,REF,New,2018,9.183333333,BH21,0,0,0,0,0,0,0,0,0,0.000162207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298174376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298336583
BHR09011825,Bodega Head,REF,New,2018,8.083333334,BH25,0,0,0,0,0,0,0.006403628,0,0,0,0,0,0,0,0,0,0,0,0,0.057354571,0,0,0,0,0,0,0,0.224431612,0,0,0,0,0,0,0.082420883,0,0.408112716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77872341
BHR09011827,Bodega Head,REF,New,2018,9.2,BH27,0,0,0,0,0,0,0,0,0,0.124966653,0,0,0,0,0,0,0,0,0,0,0,0,0.055954147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242950433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423871232
BHR09171804,Bodega Head,REF,New,2018,8.85,BH04,0,0,0,0.084173952,0.112624685,0,0,0,0.162697588,0,0,0,0,0,0,0,0,0,0,0,0.655066667,0,0,0,0,0,0,0.056685241,0,0,0,0,0,0,0.420130804,0,0.350639758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.842018695
BHR09171823,Bodega Head,REF,New,2018,9.433333333,BH23,0,0,0,0,0,0,0,0,0.297124793,0.071806616,0,0,0,0,0,0,0,0,0,0.091071145,0,0,0.302576923,0,0,0,0,0.291292464,0,0,0,0,0,0,0.193294117,0,0.291001995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538168054
BHR09191801,Bodega Head,REF,New,2018,8.616666667,BH01,0,0,0,0.486496326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178611298,0,0.407424735,0,0,0.214275924,0.019617396,0,0,0,0.069525453,0,0,0,0,0,0,0.500822737,0,0.450581563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032779128,2.360134559
BHR09191807,Bodega Head,REF,New,2018,8.983333333,BH07,0,0,0,0,0,0,0,0,0,0.117383385,0,0.248180402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196698893,0,0,0,0,0,0,0.711237736,0,0.204444443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47794486
BHR09251701,Bodega Head,REF,New,2017,7.806666667,BH01,0,0,0,0,0,0,0,0,0.401938454,0,0,0,0,0,0,0,0,0.081599398,0,0,0,0,0.203626316,0.744731427,0,0,0,0.174945041,0,0,0,0,0,0,0,0,0.720384128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133300159,0,0,0,0,0,0,0,0.048667513,2.509192435
BHR09251703,Bodega Head,REF,New,2017,4.816666666,BH03,0,0,0,0.356156276,0,0,0.25470661,0,0.121567371,0,0,0,0,0,0,0,0,0,0,0.161810738,0,0,0.158169125,0.154095533,0,0,0,0.286645936,0,0,0,0,0,0,0.347750376,0,0.697614276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53851624
BHR09251704,Bodega Head,REF,New,2017,4.566666666,BH04,0,0,0,0.425205752,0.28102763,0,0.042465307,0,0,0,0,0,0,0,0,0,0,0,0,0.126401542,0,0,0,0,0,0,0,0.119610122,0,0,0,0,0,0,0.145890979,0,0.528201916,0,0,0,0,0,0.131409703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800212951
BHR09251707,Bodega Head,REF,New,2017,4.913333333,BH07,0,0,0,0.906905935,0,0,0.018505907,0,0.082658868,0,0,0,0,0,0,0,0,0,0,0.210974353,0,0,0,0,0,0,0,0.469903322,0,0,0,0,0,0,0.147759949,0,1.293453375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.130161709
BHR09271725,Bodega Head,REF,New,2017,2.366666667,BH25,0,0,0,0.902050555,0,0,0.186235362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38924712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125944687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.603477724
BHR10221803,Bodega Head,REF,New,2018,4.696666667,BH03,0,0,0,0,0,0,0.031171841,0,0,0,0,0,0,0,0,0,0,0,0,0.136396687,0,0,0,0.247177715,0,0,0,0.042604167,0,0,0,0,0,0,0.230721433,0,0.452186874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.140258716
BHR10221805,Bodega Head,REF,New,2018,4.533333333,BH05,0,0,0,0,0,0,0,0,1.003043643,0,0,0,0,0,0,0,0,0.634504866,0,0,0,0,0,0.559172717,0,0,0,0.101351414,0,0,0,0,0,0,0.157909916,0,0.086775478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012926963,0,0,0,0.04377909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089658646,0,0,0,0,0,0,0,1.150804017,3.83992675
BLM07142004,Piedras Blancas,MPA,New,2020,5.290833334,BL04,0,0,0,0,0,0,1.765258583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925986846,0,0,0,0,0.625205883,0,0,0,0,0,0,0,0.069224032,0,0,0,0,0,0,4.445044079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974167667,0,0,0,0,0,0,0,0.025460356,8.830347446
BLM07142007,Piedras Blancas,MPA,New,2020,3.525277778,BL07,0,0,0,0,0,0,15.53772234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10947925,0,0,0,0,0.178223713,0,0,0,0,0,0,0,0,0.92731718,0,0,0,0,0,19.31566526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079273649,0,0,0,0,0,0,0,0,41.1476814
BLM07142015,Piedras Blancas,MPA,New,2020,5.230555556,BL15,0,0,0,0,0,0,10.89747743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193848601,0.290610093,0,0,0,0,0,0,0,1.64054762,0,0,0,0,0,0.159627886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.859461988,0,0,0,0,0,0,0,0,15.04157362
BLM07142022,Piedras Blancas,MPA,New,2020,5.25,BL22,0,0,0,0,0,0,3.791626316,1.484277666,1.320783631,0,0,0,0,0,0,0,0,0.058739589,0,0,0,0,1.862934592,0,0,0,0,1.586001304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380149754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021607127,0,0,0,0,0,0,0,0,0,0,0.010818733,0,0,0,0,0,0,0,0,0,0,0,3.856268946,0,0,0,0,0,0,0,0.105431147,14.4786388
BLM07150802,Piedras Blancas,MPA,New,2008,4.454166663,BL02,0,0,0,0.073141858,0,0,1.658680792,0,0,0,0,0,0,0,0,0,0,0.220243091,0,0.143822587,0,0,0,0,0,0,0,0.805705638,0,0,0,0,0,0,0.076118653,0,0,0,0,0,0,0,0.44227907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694189931,0,0,0,0,0,0,0,0.06341182,5.17759344
BLM07150813,Piedras Blancas,MPA,New,2008,2.254166663,BL13,0,0,0,0,0,0,0.270518411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111955655,0,0,0,0,0,0,0.185162082,0,0,0,0,0,0,0,3.48630765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496204069,0,0,0,0,0,0,0,0.112171513,5.66231938
BLM07150816,Piedras Blancas,MPA,New,2008,4.463328001,BL16,0,0,0,0,0,0,0.104574001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713598994,0,0,0,0,1.807635449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234565953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.860374397
BLM07150831,Piedras Blancas,MPA,New,2008,4.5825,BL31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013754577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013754577
BLM07161201,Piedras Blancas,MPA,New,2012,5.973333333,BL01,0,0,0,0,0,0,0.360749757,0,0,0,0,0.193135684,0,0,0,0,0,0,0,0,0,0,0.139662786,0.180826262,0,0,0,0.495828266,0,0,0,0,0,0,0.077155457,0,1.231940159,0,0,0,0.283261532,0,0.649605619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080948,0,0,0,0,0,0,0,0,0.259771968,0,0,0,0,0,0,0,0.077676178,4.030561666
BLM07161210,Piedras Blancas,MPA,New,2012,9.556666667,BL10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053865869,0,0,0,0,0.193120338,0,0,0,0,0,0,0.11691844,0.0987448,0.284563893,0,0,0,0,0,0.153280485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143878807,0,0,0,0,0,0,0,0,1.044372631
BLM07161217,Piedras Blancas,MPA,New,2012,9.2,BL17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304159258,0,0,0,0,1.432790518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04924837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530706211,0,0,0,0,0,0,0,0.118823836,2.435728193
BLM07161303,Piedras Blancas,MPA,New,2013,7.436111119,BL03,0,0,0,0.04919522,0,0,0.712755057,0.626664634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246485888,0,0,0,0,0.332640442,0,0,0,0,0,0,0,0,1.518610224,0,0,0,0,0,1.029259601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347882809,0,0,0,0,0,0,0,0.714411756,5.585598539
BLM07161307,Piedras Blancas,MPA,New,2013,7.494444461,BL07,0,0,0,0,0,0,2.23426446,0,0,0,0,0,0,0,0,0,0,0,0,0.085477953,0,0,0.771866244,0.394649487,0,0,0,0.135368984,0,0,0,0,0,0,0.055692746,0.031956761,0.750680321,0,0,0,0,0,0.553965971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119518262,0,0,0,0,0,0,0,0.341845359,5.475286548
BLM07161315,Piedras Blancas,MPA,New,2013,7.497222228,BL15,0,0,0,0.354017381,0,0,2.627046651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042452983,0,0,0,0.037595289,0,0,0,0,0,0,0,0.219460281,0,0,0,0,0,0,0.044382228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298883326,0,0,0,0,0,0,0,0.019336483,3.643174621
BLM07161321,Piedras Blancas,MPA,New,2013,7.052777774,BL21,0,0,0,0.385850174,0,0,1.226365407,0,2.382190566,0,0,0,0,0,0,0,0,0.379675223,0,0,0,0,0,0.474639387,0,0,0,0.189349789,0,0,0,0,0,0,0,0,0.996989676,0,0,0,0,0,0,0,0,0,0,0,0.027739817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063634326,0,0,0,0,0,0,0,0.132983183,6.259417547
BLM07171702,Piedras Blancas,MPA,New,2017,8.968055556,BL02,0,0,0,0.151928224,0,0,8.786282006,0,0,0,0,0.149713661,0,0,0,0,0,0.229196946,0,0,0,0,0.396995041,0.016325026,0,0,0,0.813983681,0,0,0,0,0,0,0.06211477,0.483743389,0.143036205,0,0,0,0,0,0.222689612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.528593172,0,0,0,0,0,0,0,0,12.98460173
BLM07171722,Piedras Blancas,MPA,New,2017,7.897222223,BL22,0,0,0,0,0,0,9.991403565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174001093,0,0,0,0,1.454859403,0,0,0,0,0,0,0,0,2.432683046,0,0,0,0.287949454,0,0.444267166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003830894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.637087117,0,0,0,0,0,0,0,0.11230313,18.53838487
BLM07171730,Piedras Blancas,MPA,New,2017,8.440555556,BL30,0,0,0,0.09654753,0,0,9.557220157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154387036,0,0,0,0,0,0,0,0.052517499,0.181525213,0,0,0,0,0,0.071097727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236717864,0,0,0,0,0,0,0,0,10.35001303
BLM07181607,Piedras Blancas,MPA,New,2016,9.256666667,BL07,0,0,0,0,0,0,1.097748528,0,0,0,0,0,0.003012993,0,0,0,0,0,0,0,0,0,2.273527164,0.054289228,0,0,0,0.579389479,0,0,0,0,0,0,0,0.256901309,0.938763197,0,0,0,0,0,4.505442355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.273943768,0,0,0,0,0,0,0,0.289030199,12.27204822
BLM07181610,Piedras Blancas,MPA,New,2016,5.41,BL10,0,0,0,0.708371955,0,0,3.899692431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107577032,0,0,0,0,0,0,0,0.149635801,0,0,0,0,0,0,0.705837116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.133319357,0,0,0,0,0,0,0,0,6.704433691
BLM07181612,Piedras Blancas,MPA,New,2016,8.976666667,BL12,0,0,0,0,0,0,0.487286041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969214465,0,0,0,0,0.922730833,0,0,0,0,0,0,0,0,1.651668355,0,0,0,0,0,0.920477358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07180465,0,0,0,0,0,0,0,0,1.895923561,0,0,0,0,0,0,0,0.164753453,7.083858716
BLM07181621,Piedras Blancas,MPA,New,2016,8.95,BL21,0,0,0,0.194979865,0,0,2.974652807,0,0.796275794,0,0,0,0,0,0,0,0,0.091147878,0,0,0,0,1.101343,0.031647483,0,0,0,0.695245728,0,0,0,0,0,0,0,0,2.775912388,0,0,0,0,0,0.308410697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834716714,0,0,0,0,0,0,0,0.100947612,9.905279966
BLM07201103,Piedras Blancas,MPA,New,2011,7.07,BL03,0,0,0,0,0,0,0.998870111,0,0,0,0,0,0,0,0,0,0,0.048907487,0,0,0,0,0.388139356,0.045018309,0,0,0,0.392712948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973448583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.447489399,0,0,0,0,0,0,0,0,4.294586195
BLM07201108,Piedras Blancas,MPA,New,2011,7.08,BL08,0,0,0,0,0,0,0.129238712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258883679,0,0,0,0,0.285490367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156354017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914039439,0,0,0,0,0,0,0,0,2.744006214
BLM07201115,Piedras Blancas,MPA,New,2011,4.466666663,BL15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378408718,0,0,0,0,0,0,0.380594994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759003712
BLM07201127,Piedras Blancas,MPA,New,2011,3.75,BL27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116957696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116957696
BLM07211005,Piedras Blancas,MPA,New,2010,6.689166667,BL05,0,0,0,0,0,0,0.194145676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546210286,0,0,0,0,0,0,0,0,0.409874225,0,0,0,0,0,0.175704585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504252958,0,0,0,0,0,0,0,0.075865289,1.906053019
BLM07211006,Piedras Blancas,MPA,New,2010,6.066666667,BL06,0,0,0,0,0,0,0.444104032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.304432246,0,0,0,0,0.286227772,0,0,0,0,0,0,0,0.073067616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.010636364,0,0,0,0,0,0,0,0,3.11846803
BLM07211015,Piedras Blancas,MPA,New,2010,6.9775,BL15,0,0,0,0.065322339,0,0,0.291304085,0,0,0,0,0,0,0,0,0,0,0.109288021,0,0,0,0,0,0,0,0,0,0.15555323,0,0,0,0,0,0,0,0.656182892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143320161,0,0,0,0,0,0,0,0,2.420970728
BLM07211029,Piedras Blancas,MPA,New,2010,3.8075,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLM07211407,Piedras Blancas,MPA,New,2014,6.855555556,BL07,0,0,0,0,0,0,1.778756885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364530379,0.213730918,0,0,0,1.005630883,0,0,0,0,0,0,0,0,1.150512637,0,0,0,0,0,2.05242385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1462876,0,0,0,0,0,0,0,0.71986367,9.431736821
BLM07211410,Piedras Blancas,MPA,New,2014,7.55,BL10,0,0,0,0.40820335,0,0,1.47171648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633947806,0,0,0,0,0.627513899,0,0,0,0,0,0,0.040261226,0.52115348,0.376425568,0,0,0,0,0,0.31816758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995332975,0,0,0,0,0,0,0,0.020475655,5.413198018
BLM07211415,Piedras Blancas,MPA,New,2014,7.401388889,BL15,0,0,0,3.585615419,0.091866997,0,1.181440155,0,0,0,0,0.181403849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018251102,0,0,0,0,0,0,0.082411369,0.507636546,1.542802827,0,0,0,0,0,0.393461237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85893989,0,0,0,0,0,0,0,0.075149313,8.518978703
